Sample,SiO2,Al2O3,Fe2O3,MgO,Na2O,CaO,K2O,Lat,Long,State,Georef ,Navdat Sample Number ,Authors,,,,,,,,,
MB-60,44.67,16.06,15.27,7.06,2.45,9.77,0.6,43.0382,-113.1358,Idaho,1992-053607,29779,"Foster, Paul W",,,,,,,,,
MB-62,44.4,15.5,16.35,6.17,2.32,9.78,0.64,43.0382,-113.1358,Idaho,1992-053607,29780,"Foster, Paul W",,,,,,,,,
MB-67,44.8,15.89,15.65,6.17,2.28,10.23,0.63,43.0382,-113.1358,Idaho,1992-053607,29781,"Foster, Paul W",,,,,,,,,
MB-72,45.46,15.86,15.35,6.59,2.36,9.53,0.61,43.0382,-113.1358,Idaho,1992-053607,29782,"Foster, Paul W",,,,,,,,,
MB-76,45.55,15.99,15.47,6.61,2.31,9.39,0.62,43.0382,-113.1358,Idaho,1992-053607,29783,"Foster, Paul W",,,,,,,,,
MB-82,45.86,16.35,14.87,6.51,2.46,9.59,0.39,43.0382,-113.1358,Idaho,1992-053607,29784,"Foster, Paul W",,,,,,,,,
MB-88,45.44,16.05,15.03,6.94,2.47,9.61,0.61,43.0382,-113.1358,Idaho,1992-053607,29785,"Foster, Paul W",,,,,,,,,
MB-93,45.26,14.73,16.51,5.62,2.41,9.61,0.75,43.0382,-113.1358,Idaho,1992-053607,29786,"Foster, Paul W",,,,,,,,,
MB-97,45.18,14.93,16.35,6.05,2.4,9.65,0.61,43.0382,-113.1358,Idaho,1992-053607,29787,"Foster, Paul W",,,,,,,,,
Split Top Butte,46.42,15.94,15.19,6.55,2.58,8.76,0.75,43.1572,-113.1135,Idaho,1992-053607,29788,"Foster, Paul W",,,,,,,,,
3S001,72.33,16.5,2.6,0.12,3.75,0.82,3.51,44.10908,-121.4869,Oregon,1992-057171,29823,"Hill, Brittain Eames",,,,,,,,,
3S003,61.21,17.52,7.22,1.49,5.14,3.81,1.64,44.11018,-121.4891,Oregon,1992-057171,29824,"Hill, Brittain Eames",,,,,,,,,
3S005,68.16,15.64,4.72,0.45,4.65,2.12,3.26,44.10745,-121.4631,Oregon,1992-057171,29825,"Hill, Brittain Eames",,,,,,,,,
3S007,72.43,15.41,2.66,0.47,4.05,1.42,3.16,44.06482,-121.2865,Oregon,1992-057171,29826,"Hill, Brittain Eames",,,,,,,,,
3S008,62.12,16.47,6.16,1.71,5.98,4.26,1.79,44.04606,-121.5324,Oregon,1992-057171,29827,"Hill, Brittain Eames",,,,,,,,,
3S010,58.61,17.28,7.84,3,4.08,6.48,1.28,44.07912,-121.5522,Oregon,1992-057171,29828,"Hill, Brittain Eames",,,,,,,,,
3S010x,69.49,15.05,4.24,0.29,5.95,1.59,2.75,44.0995,-121.5401,Oregon,1992-057171,29829,"Hill, Brittain Eames",,,,,,,,,
3S011,54.55,17.36,8.53,4.33,4.63,7.94,0.97,44.10699,-121.5326,Oregon,1992-057171,29830,"Hill, Brittain Eames",,,,,,,,,
3S012,74.43,14.09,1.87,0.17,5.06,0.71,3.46,44.10996,-121.5319,Oregon,1992-057171,29831,"Hill, Brittain Eames",,,,,,,,,
3S014,67.98,20.61,3.39,0.2,3.68,1.04,2.64,44.10882,-121.5522,Oregon,1992-057171,29832,"Hill, Brittain Eames",,,,,,,,,
3S015,56.22,17.92,7.28,3.23,5.33,7.54,1.15,44.10375,-121.5545,Oregon,1992-057171,29833,"Hill, Brittain Eames",,,,,,,,,
3S017,57.92,17.26,7.99,3.1,4.29,6.54,1.33,44.09579,-121.5558,Oregon,1992-057171,29834,"Hill, Brittain Eames",,,,,,,,,
3S018,71.89,16.37,2.63,0.22,4.46,1.02,3.06,44.09827,-121.551,Oregon,1992-057171,29835,"Hill, Brittain Eames",,,,,,,,,
3S019,67.52,16.06,4.03,0.88,5.36,2.49,2.71,44.07912,-121.5522,Oregon,1992-057171,29836,"Hill, Brittain Eames",,,,,,,,,
3S022,55.6,17.37,7.9,5.04,3.85,7.56,1.13,44.05953,-121.5038,Oregon,1992-057171,29837,"Hill, Brittain Eames",,,,,,,,,
127-298,46.51,15.18,14.81,7.38,2.48,9.33,0.77,43.52,-112.96,Idaho,2007-900002,56923,Chadwick-Claire-Grimm,,,,,,,,,
3S023,67.68,16.07,3.98,0.9,5.48,2.48,2.52,44.05549,-121.5459,Oregon,1992-057171,29838,"Hill, Brittain Eames",,,,,,,,,
MX01,60.67,16.2,6.18,4.5,3.52,5.83,1.98,19.2075,-99.5538,Mexico,2008-900078,52680,"Meriggi, L., Macias, J L,Tommasini, S, Capra, L, Conticelli, S",,,,,,,,,
3S024,71.71,16.27,2.8,0.22,4.32,1.17,3.13,44.06806,-121.6021,Oregon,1992-057171,29839,"Hill, Brittain Eames",,,,,,,,,
3S027,65.79,16.17,5.18,1.05,5.52,2.82,2.24,44.038,-121.5225,Oregon,1992-057171,29840,"Hill, Brittain Eames",,,,,,,,,
3S028,58.43,17.38,8.75,2.26,4.77,5.35,1.02,43.97077,-121.5857,Oregon,1992-057171,29841,"Hill, Brittain Eames",,,,,,,,,
3S029,69.02,15.66,3.76,0.44,6.23,1.89,2.3,44.14281,-121.6828,Oregon,1992-057171,29842,"Hill, Brittain Eames",,,,,,,,,
3S030,53.86,18.75,7.87,4.68,4,8.93,0.65,44.17489,-121.6691,Oregon,1992-057171,29843,"Hill, Brittain Eames",,,,,,,,,
3S031,54.73,17.02,10.06,3.3,4.71,7.21,0.93,44.18962,-121.6654,Oregon,1992-057171,29844,"Hill, Brittain Eames",,,,,,,,,
3S032,74.67,13.73,1.89,0,5.27,0.71,3.49,44.15244,-121.576,Oregon,1992-057171,29845,"Hill, Brittain Eames",,,,,,,,,
3S033,55.92,17.27,9.17,3.79,3.6,7.48,1.02,44.17484,-121.5944,Oregon,1992-057171,29846,"Hill, Brittain Eames",,,,,,,,,
3S034,74.82,13.72,1.75,0.02,5.26,0.72,3.47,44.17766,-121.6021,Oregon,1992-057171,29847,"Hill, Brittain Eames",,,,,,,,,
3S035,74.84,13.83,1.75,0,5.13,0.7,3.53,44.15535,-121.609,Oregon,1992-057171,29848,"Hill, Brittain Eames",,,,,,,,,
3S036,64.65,15.94,5.47,1.32,5.52,3.42,2.22,44.09165,-121.6216,Oregon,1992-057171,29849,"Hill, Brittain Eames",,,,,,,,,
3S037,69.8,15.45,3.69,0.36,5.4,1.64,2.94,44.09669,-121.6176,Oregon,1992-057171,29850,"Hill, Brittain Eames",,,,,,,,,
3S038,55,16.45,9.98,3.57,4.36,7.17,1.06,44.0955,-121.631,Oregon,1992-057171,29851,"Hill, Brittain Eames",,,,,,,,,
3S040,69.26,15.27,3.76,0.54,5.59,1.97,2.84,44.08856,-121.5932,Oregon,1992-057171,29852,"Hill, Brittain Eames",,,,,,,,,
3S041,68.17,16.92,4.02,0.49,4.93,1.87,2.79,44.09084,-121.6124,Oregon,1992-057171,29853,"Hill, Brittain Eames",,,,,,,,,
3S042,74.63,13.92,1.83,0.03,5.19,0.67,3.5,44.14904,-121.6241,Oregon,1992-057171,29854,"Hill, Brittain Eames",,,,,,,,,
[not given],76.84,12.1,1.46,0.1,3.79,0.57,4.93,44.8208,-110.7272,Wyoming,2002-003952,61829,"Christiansen, Robert L",,,,,,,,,
3S043,69.42,15.28,3.7,0.48,5.6,1.85,2.93,44.07083,-121.6524,Oregon,1992-057171,29855,"Hill, Brittain Eames",,,,,,,,,
3S044,66.5,16.58,5.66,1.29,3.04,3.17,2.46,44.07349,-121.6535,Oregon,1992-057171,29856,"Hill, Brittain Eames",,,,,,,,,
3S045,55.51,18.14,8.15,3.63,4.41,7.63,1.01,44.09102,-121.6347,Oregon,1992-057171,29857,"Hill, Brittain Eames",,,,,,,,,
3S046,69.25,15.14,3.65,0.54,5.96,1.84,2.87,44.09242,-121.6364,Oregon,1992-057171,29858,"Hill, Brittain Eames",,,,,,,,,
3S048,69.23,15.36,3.74,0.46,5.78,1.81,2.88,44.09223,-121.6397,Oregon,1992-057171,29859,"Hill, Brittain Eames",,,,,,,,,
3S049,52.53,17.44,8.88,6.06,3.7,8.34,1.16,44.0541,-121.6615,Oregon,1992-057171,29860,"Hill, Brittain Eames",,,,,,,,,
3S050,68.82,15.48,3.69,0.65,5.95,2.04,2.49,44.03938,-121.6736,Oregon,1992-057171,29861,"Hill, Brittain Eames",,,,,,,,,
3S051,70.66,15.31,3.25,0.33,5.77,1.4,2.68,44.0322,-121.6724,Oregon,1992-057171,29862,"Hill, Brittain Eames",,,,,,,,,
3S052,64.97,16.02,5.2,1.39,5.11,3.71,2.25,44.03188,-121.7404,Oregon,1992-057171,29863,"Hill, Brittain Eames",,,,,,,,,
3S053,72.55,14.57,2.24,0.5,4.59,1.9,3.19,44.03361,-121.7555,Oregon,1992-057171,29864,"Hill, Brittain Eames",,,,,,,,,
3S054,74.26,14.31,1.76,0.23,4.53,1.2,3.37,44.03898,-121.7495,Oregon,1992-057171,29865,"Hill, Brittain Eames",,,,,,,,,
3S057,72.63,14.59,2.22,0.51,4.52,1.88,3.21,44.05077,-121.7572,Oregon,1992-057171,29866,"Hill, Brittain Eames",,,,,,,,,
3S058,73.65,14.29,1.92,0.29,4.83,1.39,3.25,44.0512,-121.7587,Oregon,1992-057171,29867,"Hill, Brittain Eames",,,,,,,,,
3S059,65.18,16.07,5.27,1.35,4.87,3.63,2.3,44.0528,-121.7702,Oregon,1992-057171,29868,"Hill, Brittain Eames",,,,,,,,,
3S060,73.67,14.09,1.94,0.41,4.38,1.62,3.48,44.0868,-121.8034,Oregon,1992-057171,29869,"Hill, Brittain Eames",,,,,,,,,
3S061,64.42,16.45,5.34,1.52,4.91,3.97,2.06,44.05075,-121.8001,Oregon,1992-057171,29870,"Hill, Brittain Eames",,,,,,,,,
3S062,73.89,14.32,1.9,0.26,4.65,1.37,3.24,44.04664,-121.7935,Oregon,1992-057171,29871,"Hill, Brittain Eames",,,,,,,,,
3S064,62.45,16.53,6.23,1.96,4.86,4.71,1.88,44.02272,-121.7752,Oregon,1992-057171,29872,"Hill, Brittain Eames",,,,,,,,,
3S065,62.76,16.51,6.02,1.93,4.84,4.63,1.96,44.01727,-121.7729,Oregon,1992-057171,29873,"Hill, Brittain Eames",,,,,,,,,
3S066,54.04,16.56,8.69,6.38,3.89,7.52,1.17,44.02367,-121.7649,Oregon,1992-057171,29874,"Hill, Brittain Eames",,,,,,,,,
3S067,63.55,15.94,5.98,1.71,5.36,3.84,2.2,44.02404,-121.7215,Oregon,1992-057171,29875,"Hill, Brittain Eames",,,,,,,,,
6S069,51.29,16.54,9.23,8.7,3.19,9.05,0.63,44.02697,-121.7249,Oregon,1992-057171,29876,"Hill, Brittain Eames",,,,,,,,,
3S073,58.41,17.44,7.8,3.06,4.03,6.55,1.28,44.09801,-121.5211,Oregon,1992-057171,29877,"Hill, Brittain Eames",,,,,,,,,
3S074,55.24,17.49,9.34,3.65,3.55,7.83,1.01,44.11785,-121.5429,Oregon,1992-057171,29878,"Hill, Brittain Eames",,,,,,,,,
3S075,75.21,13.76,1.74,0.08,4.8,0.66,3.54,44.11552,-121.551,Oregon,1992-057171,29879,"Hill, Brittain Eames",,,,,,,,,
3S078,73.94,14.75,1.81,0.24,4.28,1.49,3.15,44.21842,-121.8312,Oregon,1992-057171,29880,"Hill, Brittain Eames",,,,,,,,,
3S079,67.34,17.19,4.6,0.83,4.35,2.4,2.17,44.09376,-121.4315,Oregon,1992-057171,29881,"Hill, Brittain Eames",,,,,,,,,
3S085,63.01,16,6.3,1.69,5.41,3.88,2.1,44.1278,-121.5849,Oregon,1992-057171,29882,"Hill, Brittain Eames",,,,,,,,,
3S086,75.72,14.22,1.19,0.09,4.23,0.93,3.41,44.13327,-121.5873,Oregon,1992-057171,29883,"Hill, Brittain Eames",,,,,,,,,
3S090,54.77,19.05,8.2,3.99,3.82,7.68,0.87,43.93606,-121.5941,Oregon,1992-057171,29884,"Hill, Brittain Eames",,,,,,,,,
3S091,69.2,15.23,3.68,0.52,5.93,1.82,2.87,44.12042,-121.5706,Oregon,1992-057171,29885,"Hill, Brittain Eames",,,,,,,,,
3S092,56.48,16.75,9.18,3.24,4.63,6.78,1.11,44.10968,-121.6563,Oregon,1992-057171,29886,"Hill, Brittain Eames",,,,,,,,,
3S093,56.98,17.24,8.37,3.34,4.59,6.67,1.16,44.09774,-121.6661,Oregon,1992-057171,29887,"Hill, Brittain Eames",,,,,,,,,
3S094,67,15.95,4.2,0.9,6.13,2.45,2.26,44.09323,-121.6704,Oregon,1992-057171,29888,"Hill, Brittain Eames",,,,,,,,,
3S095,63.53,16.06,5.07,1.71,5.35,4.17,2.12,44.09194,-121.6743,Oregon,1992-057171,29889,"Hill, Brittain Eames",,,,,,,,,
3S096,63.47,16.12,6.26,1.46,5.53,3.65,1.86,44.09279,-121.6761,Oregon,1992-057171,29890,"Hill, Brittain Eames",,,,,,,,,
3S097,59.72,16.72,7.38,2.28,5.2,5.37,1.48,44.09439,-121.6813,Oregon,1992-057171,29891,"Hill, Brittain Eames",,,,,,,,,
3S098,70.96,14.87,3.04,0.3,6.12,1.4,2.76,44.09975,-121.6817,Oregon,1992-057171,29892,"Hill, Brittain Eames",,,,,,,,,
3S099,56.07,16.57,9.37,3.46,4.46,7.07,1.01,44.09906,-121.6755,Oregon,1992-057171,29893,"Hill, Brittain Eames",,,,,,,,,
3S100,64.46,16.19,5.35,1.21,6.18,3.24,1.98,44.11087,-121.6897,Oregon,1992-057171,29894,"Hill, Brittain Eames",,,,,,,,,
3S101,57.29,17.15,8.15,3.26,4.77,6.59,1.16,44.0938,-121.6342,Oregon,1992-057171,29895,"Hill, Brittain Eames",,,,,,,,,
3S106,55.5,18.17,7.82,4.55,3.95,7.76,0.92,44.04789,-121.7019,Oregon,1992-057171,29901,"Hill, Brittain Eames",,,,,,,,,
3S102,59.99,15.99,7.97,2.38,4.96,5.07,1.77,44.05756,-121.5622,Oregon,1992-057171,29896,"Hill, Brittain Eames",,,,,,,,,
3S103M,55.41,16.62,9.88,3.3,4.79,6.83,1.01,43.92009,-121.5881,Oregon,1992-057171,29897,"Hill, Brittain Eames",,,,,,,,,
3S103S,66.67,16.64,4.16,0.89,5.9,2.38,2.22,43.92009,-121.5881,Oregon,1992-057171,29898,"Hill, Brittain Eames",,,,,,,,,
3S104,68.42,15.76,3.75,0.61,6.07,2.12,2.42,44.04378,-121.6962,Oregon,1992-057171,29899,"Hill, Brittain Eames",,,,,,,,,
3S105,54.35,18.75,8.22,3.74,4.13,8.46,0.8,44.04255,-121.7003,Oregon,1992-057171,29900,"Hill, Brittain Eames",,,,,,,,,
3S107,62.6,16.1,6.45,1.83,5.42,4.2,1.86,44.04482,-121.7048,Oregon,1992-057171,29902,"Hill, Brittain Eames",,,,,,,,,
3S108,63.56,15.62,6.34,1.48,5.39,3.71,2.18,44.09182,-121.7167,Oregon,1992-057171,29903,"Hill, Brittain Eames",,,,,,,,,
3S109,56.02,16.95,9.22,3.49,4.57,7.11,0.94,44.09411,-121.7221,Oregon,1992-057171,29904,"Hill, Brittain Eames",,,,,,,,,
3S110,69.33,15.24,3.32,0.64,6.22,1.82,2.59,44.09658,-121.7246,Oregon,1992-057171,29905,"Hill, Brittain Eames",,,,,,,,,
3S111,63.8,16.12,5.74,1.64,5.24,4,2.04,44.11459,-121.7333,Oregon,1992-057171,29906,"Hill, Brittain Eames",,,,,,,,,
3S112,59.49,16.56,7.55,2.74,4.72,5.75,1.57,44.10692,-121.7293,Oregon,1992-057171,29907,"Hill, Brittain Eames",,,,,,,,,
3S113,71.87,14.77,2.46,0.43,5.08,1.76,3.14,44.09103,-121.7399,Oregon,1992-057171,29908,"Hill, Brittain Eames",,,,,,,,,
3S114,72.58,14.46,2.26,0.49,4.69,1.84,3.21,44.08407,-121.7361,Oregon,1992-057171,29909,"Hill, Brittain Eames",,,,,,,,,
3S115,62.47,16.19,6.6,1.67,5.55,4.07,1.7,44.06765,-121.7227,Oregon,1992-057171,29910,"Hill, Brittain Eames",,,,,,,,,
3S116,74.51,13.88,1.84,0.01,5.39,0.67,3.46,43.93969,-121.5987,Oregon,1992-057171,29911,"Hill, Brittain Eames",,,,,,,,,
3S117,74.25,14.09,1.82,0.07,5.36,0.7,3.48,43.9522,-121.6224,Oregon,1992-057171,29912,"Hill, Brittain Eames",,,,,,,,,
3S118,73.75,14.29,1.91,0.3,4.71,1.41,3.26,44.0773,-121.7651,Oregon,1992-057171,29913,"Hill, Brittain Eames",,,,,,,,,
3S119,65.43,15.91,4.96,1.34,5.27,3.5,2.33,44.07628,-121.7598,Oregon,1992-057171,29914,"Hill, Brittain Eames",,,,,,,,,
3S120,63,16.5,6.03,1.71,5.03,4.26,1.99,44.07624,-121.7757,Oregon,1992-057171,29915,"Hill, Brittain Eames",,,,,,,,,
3S122,73.45,14.17,2,0.44,4.47,1.65,3.41,44.07363,-121.7769,Oregon,1992-057171,29916,"Hill, Brittain Eames",,,,,,,,,
3S123,63.16,16.41,5.99,1.72,5.06,4.19,1.99,44.07574,-121.787,Oregon,1992-057171,29917,"Hill, Brittain Eames",,,,,,,,,
3S124,72.55,14.67,2.23,0.37,5.02,1.52,3.19,44.07912,-121.798,Oregon,1992-057171,29918,"Hill, Brittain Eames",,,,,,,,,
3S125,64.12,16.23,5.61,1.44,5.25,3.78,2.09,44.0873,-121.8187,Oregon,1992-057171,29919,"Hill, Brittain Eames",,,,,,,,,
3S126,73.21,14.56,2.04,0.33,4.85,1.52,3.09,44.07056,-121.7459,Oregon,1992-057171,29920,"Hill, Brittain Eames",,,,,,,,,
3S127,72.61,14.58,2.23,0.52,4.54,1.84,3.21,44.06664,-121.7429,Oregon,1992-057171,29921,"Hill, Brittain Eames",,,,,,,,,
3S128,55.44,16.34,10.1,3.33,4.64,6.96,0.96,44.0657,-121.7356,Oregon,1992-057171,29922,"Hill, Brittain Eames",,,,,,,,,
3S130,61.63,16.4,5.8,3.83,4.06,5.69,1.63,44.16157,-121.8175,Oregon,1992-057171,29923,"Hill, Brittain Eames",,,,,,,,,
3S131,54.36,16.6,10.34,3.79,4.55,7.35,0.85,44.15917,-121.8165,Oregon,1992-057171,29924,"Hill, Brittain Eames",,,,,,,,,
3S132,61.48,17.08,6.52,1.85,5.48,4.56,1.46,44.13528,-121.8048,Oregon,1992-057171,29925,"Hill, Brittain Eames",,,,,,,,,
3S133,57.66,17.04,8.61,2.89,4.81,6.05,1.22,44.14319,-121.819,Oregon,1992-057171,29926,"Hill, Brittain Eames",,,,,,,,,
3S134,65.39,16.12,5.56,0.99,6.23,2.71,1.88,44.15447,-121.8264,Oregon,1992-057171,29927,"Hill, Brittain Eames",,,,,,,,,
896,70.3,12.39,5.97,0.4,4.52,1.62,4.14,43.78168,-117.68945,Oregon,1997-049689,37291,Ferns-M-L, O-Brien-J-P,,,,,,,,
3S135,62.19,16.49,6.48,1.74,5.56,4.27,1.58,44.15859,-121.8073,Oregon,1992-057171,29928,"Hill, Brittain Eames",,,,,,,,,
3S136,63.6,16.32,6.05,1.39,5.77,3.64,1.71,44.16345,-121.8079,Oregon,1992-057171,29929,"Hill, Brittain Eames",,,,,,,,,
3S137,64.31,16.1,5.91,1.25,6.05,3.21,1.78,44.16512,-121.8036,Oregon,1992-057171,29930,"Hill, Brittain Eames",,,,,,,,,
3S138,61.88,16.29,6.8,1.75,5.58,4.3,1.64,44.17088,-121.804,Oregon,1992-057171,29931,"Hill, Brittain Eames",,,,,,,,,
3S139,76.13,13.41,1.29,0.11,4.46,0.97,3.41,44.17746,-121.8157,Oregon,1992-057171,29932,"Hill, Brittain Eames",,,,,,,,,
3S140,73.81,14.22,2.17,0.31,4.43,1.43,3.21,44.12136,-121.7546,Oregon,1992-057171,29933,"Hill, Brittain Eames",,,,,,,,,
3S143,73.59,14.46,2.31,0.35,4.15,1.57,3.15,44.08801,-121.7726,Oregon,1992-057171,29934,"Hill, Brittain Eames",,,,,,,,,
3S145,71.8,14.9,2.44,0.53,4.61,2.11,3.09,44.12244,-121.7629,Oregon,1992-057171,29935,"Hill, Brittain Eames",,,,,,,,,
3S146,59.43,15.97,8.04,3.34,4.65,5.29,1.58,44.11236,-121.7642,Oregon,1992-057171,29936,"Hill, Brittain Eames",,,,,,,,,
3S147,64.53,16.23,5.68,1.19,6.04,3.22,1.77,44.12094,-121.7941,Oregon,1992-057171,29937,"Hill, Brittain Eames",,,,,,,,,
3S148,72.4,14.48,2.29,0.61,4.76,1.86,3.15,44.12735,-121.7846,Oregon,1992-057171,29938,"Hill, Brittain Eames",,,,,,,,,
3S149,56.37,17.7,8.08,4.04,4.16,7.12,0.99,44.09796,-121.767,Oregon,1992-057171,29939,"Hill, Brittain Eames",,,,,,,,,
3S150,65.09,16.02,5.01,1.71,4.71,4.08,2.24,44.12165,-121.7595,Oregon,1992-057171,29940,"Hill, Brittain Eames",,,,,,,,,
3S151,65.34,15.89,5.03,1.3,5.36,3.48,2.29,44.13126,-121.7649,Oregon,1992-057171,29941,"Hill, Brittain Eames",,,,,,,,,
3S152,63.23,16.3,5.99,1.62,5.1,4.24,2.04,44.12443,-121.77,Oregon,1992-057171,29942,"Hill, Brittain Eames",,,,,,,,,
3S157,53.44,18.34,8.3,5.18,3.76,8.97,0.62,44.318054,-121.747,Oregon,1992-057171,29943,"Hill, Brittain Eames",,,,,,,,,
3S159,53.13,15.87,10.66,5.68,3.62,8.25,0.71,44.1312,-121.7676,Oregon,1992-057171,29944,"Hill, Brittain Eames",,,,,,,,,
3S162,64.74,15.88,5.78,1.66,4.93,3.89,2.02,44.13844,-121.7199,Oregon,1992-057171,29945,"Hill, Brittain Eames",,,,,,,,,
3SXBP,74.57,14.27,2.03,0.08,4.48,0.81,3.49,44.042,-121.333,Oregon,1992-057171,29946,"Hill, Brittain Eames",,,,,,,,,
119 ZM,57.28,10.26,0.06,6.53,1.02,4.27,11.95,41.7933,-108.9267,Wyoming,2006-000020,51138,"Mirnejad, H.; Bell, K.",,,,,,,,,
s_GC-2B,47.49,16.88,10.14,10.37,2.34,11.75,0.1,41.53,-121.63,CALIFORNIA,1997-063530,37501,Hart-William-K, Carlson-Richard-W, Shirey-Steven-B,,,,,,,
s_WSX-1,59.43,19.16,2.91,2.97,4.16,6.01,3.85,49,-121,WASHINGTON,1992-065607,30296,Draper-David-S,,,,,,,,,
s_WSX-8,62.14,19.9,1.51,0.98,6.12,1.85,6.99,49,-121,WASHINGTON,1992-065607,30300,Draper-David-S,,,,,,,,,
127-233,47.42,15.07,14.42,6.68,2.7,9.17,1.03,43.52,-112.96,Idaho,2007-900002,56920,Chadwick-Claire-Grimm,,,,,,,,,
127-162,45.45,14.32,14.31,11.3,2.23,9.44,0.35,43.52,-112.96,Idaho,2007-900002,56917,Chadwick-Claire-Grimm,,,,,,,,,
MX02,61.86,15.91,5.75,3.66,3.9,5.76,1.96,19.2081,-99.5611,Mexico,2008-900078,52681,"Meriggi, L., Macias, J L,Tommasini, S, Capra, L, Conticelli, S",,,,,,,,,
MX03,60.03,16.84,6.11,3.77,3.58,6.38,2.12,19.2053,-99.5594,Mexico,2008-900078,52682,"Meriggi, L., Macias, J L,Tommasini, S, Capra, L, Conticelli, S",,,,,,,,,
79K99,44.79,14.09,17.88,4.48,3.46,7.42,1.73,42.98861,-113.66222,Idaho,1993-001867,30703,"Kuntz, Mel A; Covington, Harry R; Schorr, Linda J",,,,,,,,,
79K85,42.83,13.98,18.3,5.13,3.42,8,1.58,43.519722,-113.61166,Idaho,1993-001867,30704,"Kuntz, Mel A; Covington, Harry R; Schorr, Linda J",,,,,,,,,
78K184,49.15,14.35,16,3.11,4.45,6.4,2.33,43.483055,-113.54778,Idaho,1993-001867,30705,"Kuntz, Mel A; Covington, Harry R; Schorr, Linda J",,,,,,,,,
78K61,46.59,13.28,17.25,3.86,3.42,8.13,1.91,43.384724,-113.7,Idaho,1993-001867,30706,"Kuntz, Mel A; Covington, Harry R; Schorr, Linda J",,,,,,,,,
78K72,45.68,13.16,17.36,4.13,3.32,8.61,1.79,43.075832,-113.61,Idaho,1993-001867,30707,"Kuntz, Mel A; Covington, Harry R; Schorr, Linda J",,,,,,,,,
78K73,45.39,13.77,17.77,4.09,4.01,7.46,1.91,43.173332,-113.43555,Idaho,1993-001867,30708,"Kuntz, Mel A; Covington, Harry R; Schorr, Linda J",,,,,,,,,
78K68,45.31,13.29,17.53,4.64,3.52,8.12,1.64,43.285557,-113.46944,Idaho,1993-001867,30709,"Kuntz, Mel A; Covington, Harry R; Schorr, Linda J",,,,,,,,,
78K183,51.76,13.68,9.44,4.18,3.36,9.2,1.99,43.453888,-113.59111,Idaho,1993-001867,30710,"Kuntz, Mel A; Covington, Harry R; Schorr, Linda J",,,,,,,,,
78K65,49.23,14.21,16.12,3.06,4.26,6.46,2.29,43.280834,-113.66194,Idaho,1993-001867,30711,"Kuntz, Mel A; Covington, Harry R; Schorr, Linda J",,,,,,,,,
78K147A,50.26,14.08,15.78,2.93,4.26,6.25,2.37,43.332222,-113.69167,Idaho,1993-001867,30712,"Kuntz, Mel A; Covington, Harry R; Schorr, Linda J",,,,,,,,,
78K150,54.31,14.47,14.01,1.96,3.61,5.55,2.79,43.444168,-113.58167,Idaho,1993-001867,30713,"Kuntz, Mel A; Covington, Harry R; Schorr, Linda J",,,,,,,,,
78K118,44.02,12.79,17.62,4.83,3,9.46,1.54,43.346943,-113.43945,Idaho,1993-001867,30714,"Kuntz, Mel A; Covington, Harry R; Schorr, Linda J",,,,,,,,,
78K129,49.72,14.44,16.31,2.83,3.87,6.38,2.27,43.35,-113.47028,Idaho,1993-001867,30715,"Kuntz, Mel A; Covington, Harry R; Schorr, Linda J",,,,,,,,,
78K92,43.82,13.61,17.43,5.51,3.32,8.23,1.48,43.25611,-113.45,Idaho,1993-001867,30716,"Kuntz, Mel A; Covington, Harry R; Schorr, Linda J",,,,,,,,,
MX05,54.89,16.4,8.58,5.97,4.11,7.13,1.19,19.2056,-99.5539,Mexico,2008-900078,52683,"Meriggi, L., Macias, J L,Tommasini, S, Capra, L, Conticelli, S",,,,,,,,,
78K67,54.89,14.54,13.89,1.92,4.08,4.91,3.01,43.358612,-113.52583,Idaho,1993-001867,30717,"Kuntz, Mel A; Covington, Harry R; Schorr, Linda J",,,,,,,,,
78K95A,57.33,15.14,12.44,1.45,3.98,4.13,3.41,43.358055,-113.57667,Idaho,1993-001867,30718,"Kuntz, Mel A; Covington, Harry R; Schorr, Linda J",,,,,,,,,
79K94,47.81,13.89,16.93,3.78,3.54,6.84,1.94,43.2,-113.3,Idaho,1993-001867,30719,"Kuntz, Mel A; Covington, Harry R; Schorr, Linda J",,,,,,,,,
78K81,48.23,13.48,16.62,3.5,4.17,7.05,1.98,43.3,-113.35,Idaho,1993-001867,30720,"Kuntz, Mel A; Covington, Harry R; Schorr, Linda J",,,,,,,,,
78K151,63.07,14.53,9.33,0.27,4.21,2.95,4.65,43.461113,-113.55334,Idaho,1993-001867,30721,"Kuntz, Mel A; Covington, Harry R; Schorr, Linda J",,,,,,,,,
78K99,60.85,14.16,11.38,0.53,4.06,3.61,3.97,43.505,-113.46333,Idaho,1993-001867,30722,"Kuntz, Mel A; Covington, Harry R; Schorr, Linda J",,,,,,,,,
78K120,51.15,13.67,15.94,2.63,3.51,6.64,2.27,43.45861,-113.52222,Idaho,1993-001867,30723,"Kuntz, Mel A; Covington, Harry R; Schorr, Linda J",,,,,,,,,
78K126,51.26,13.34,15.29,3.06,3.56,6.84,2.4,43.388332,-113.49306,Idaho,1993-001867,30724,"Kuntz, Mel A; Covington, Harry R; Schorr, Linda J",,,,,,,,,
78K52,48.96,13.4,16.87,3.34,3.61,6.92,2.03,43.426666,-113.54639,Idaho,1993-001867,30725,"Kuntz, Mel A; Covington, Harry R; Schorr, Linda J",,,,,,,,,
